hour,day_of_week,weather,road_id,road_type,vehicle_count,is_weekend,congestion_level
17,Sunday,Rainy,R3,highway,303,1,High
7,Thursday,Clear,R8,arterial,182,0,High
22,Sunday,Clear,R7,local,18,1,Low
19,Saturday,Stormy,R6,arterial,142,1,High
4,Wednesday,Clear,R6,highway,19,0,Low
20,Wednesday,Foggy,R5,highway,242,0,Medium
0,Monday,Clear,R6,highway,52,0,Low
19,Sunday,Foggy,R5,highway,243,1,Medium
15,Monday,Foggy,R7,highway,288,0,Medium
22,Thursday,Stormy,R8,highway,226,0,Medium
11,Wednesday,Cloudy,R7,local,33,0,Medium
7,Monday,Stormy,R7,highway,499,0,High
17,Friday,Clear,R1,local,67,0,High
7,Sunday,Clear,R5,highway,105,1,Low
9,Monday,Rainy,R8,highway,501,0,High
9,Tuesday,Stormy,R8,highway,501,0,High
2,Monday,Rainy,R5,arterial,29,0,Low
23,Sunday,Rainy,R3,highway,300,1,High
22,Wednesday,Rainy,R1,highway,309,0,High
7,Friday,Rainy,R4,arterial,200,0,High
1,Wednesday,Foggy,R6,arterial,25,0,Low
2,Tuesday,Cloudy,R4,arterial,23,0,Low
23,Friday,Cloudy,R8,local,26,0,Low
4,Monday,Cloudy,R5,arterial,21,0,Low
3,Monday,Foggy,R3,highway,66,0,Low
12,Wednesday,Clear,R4,arterial,105,0,Medium
15,Monday,Foggy,R2,highway,220,0,Medium
12,Tuesday,Foggy,R3,highway,378,0,High
17,Sunday,Rainy,R5,arterial,125,1,High
10,Sunday,Rainy,R1,local,75,1,High
0,Wednesday,Stormy,R1,local,8,0,Low
23,Sunday,Clear,R6,highway,201,1,Low
21,Wednesday,Stormy,R5,highway,293,0,High
16,Wednesday,Cloudy,R1,highway,269,0,Medium
4,Monday,Rainy,R7,highway,75,0,Low
7,Sunday,Stormy,R3,arterial,88,1,Medium
19,Wednesday,Rainy,R5,arterial,197,0,High
19,Monday,Clear,R4,arterial,153,0,Medium
5,Thursday,Foggy,R2,arterial,3,0,Low
11,Thursday,Stormy,R5,arterial,93,0,Medium
8,Friday,Stormy,R3,arterial,195,0,High
8,Sunday,Rainy,R8,highway,185,1,Medium
20,Tuesday,Cloudy,R6,highway,258,0,Medium
3,Saturday,Clear,R6,highway,21,1,Low
18,Wednesday,Clear,R1,highway,402,0,High
8,Wednesday,Clear,R4,highway,446,0,High
17,Saturday,Clear,R6,arterial,68,1,Low
16,Thursday,Clear,R2,local,27,0,Low
18,Wednesday,Foggy,R2,local,73,0,High
4,Monday,Rainy,R5,arterial,22,0,Low
20,Wednesday,Foggy,R5,arterial,124,0,High
5,Wednesday,Clear,R4,local,0,0,Low
0,Monday,Stormy,R4,arterial,13,0,Low
23,Friday,Stormy,R4,highway,346,0,High
18,Monday,Cloudy,R1,arterial,175,0,High
2,Tuesday,Stormy,R3,arterial,24,0,Low
23,Thursday,Stormy,R7,highway,350,0,High
1,Friday,Foggy,R4,highway,58,0,Low
8,Tuesday,Stormy,R1,local,77,0,High
11,Tuesday,Foggy,R8,highway,218,0,Medium
7,Thursday,Foggy,R1,arterial,198,0,High
2,Wednesday,Foggy,R1,highway,54,0,Low
7,Friday,Cloudy,R6,arterial,197,0,High
21,Friday,Cloudy,R5,arterial,91,0,Medium
10,Monday,Clear,R4,arterial,70,0,Low
18,Thursday,Cloudy,R3,local,81,0,High
5,Monday,Foggy,R2,local,6,0,Low
23,Monday,Cloudy,R5,highway,260,0,Medium
22,Tuesday,Clear,R4,local,26,0,Low
13,Wednesday,Cloudy,R2,highway,308,0,Medium
9,Monday,Rainy,R4,highway,503,0,High
19,Friday,Clear,R4,arterial,175,0,High
11,Thursday,Foggy,R7,local,44,0,Medium
9,Sunday,Foggy,R8,highway,246,1,Medium
18,Sunday,Stormy,R5,highway,180,1,Medium
18,Wednesday,Foggy,R4,arterial,199,0,High
23,Friday,Rainy,R2,highway,336,0,High
15,Wednesday,Clear,R7,local,35,0,Low
16,Sunday,Foggy,R3,highway,175,1,Medium
5,Tuesday,Clear,R1,local,10,0,Low
6,Thursday,Stormy,R6,highway,259,0,High
3,Wednesday,Rainy,R1,local,2,0,Low
14,Tuesday,Cloudy,R7,highway,181,0,Low
3,Tuesday,Rainy,R6,arterial,9,0,Low
5,Monday,Stormy,R2,highway,93,0,Low
17,Sunday,Cloudy,R6,highway,114,1,Low
11,Tuesday,Rainy,R4,local,55,0,High
14,Friday,Cloudy,R6,highway,249,0,Medium
22,Saturday,Clear,R7,arterial,61,1,Low
2,Sunday,Cloudy,R2,arterial,24,1,Low
11,Sunday,Clear,R7,arterial,126,1,Medium
10,Tuesday,Stormy,R2,local,42,0,High
16,Saturday,Clear,R7,local,28,1,Low
13,Monday,Stormy,R5,arterial,178,0,High
20,Monday,Clear,R5,arterial,63,0,Low
21,Tuesday,Rainy,R5,highway,257,0,Medium
23,Thursday,Rainy,R8,highway,199,0,Medium
16,Sunday,Cloudy,R4,arterial,39,1,Low
19,Tuesday,Cloudy,R8,highway,391,0,High
12,Saturday,Stormy,R7,local,68,1,High
21,Tuesday,Rainy,R4,highway,325,0,High
15,Thursday,Foggy,R6,arterial,104,0,Medium
3,Tuesday,Clear,R6,local,13,0,Low
9,Thursday,Foggy,R2,arterial,201,0,High
5,Thursday,Rainy,R7,arterial,23,0,Low
22,Tuesday,Foggy,R3,arterial,123,0,Medium
13,Saturday,Cloudy,R5,local,42,1,Medium
13,Monday,Stormy,R4,highway,490,0,High
13,Thursday,Foggy,R1,local,56,0,High
8,Thursday,Cloudy,R7,arterial,183,0,High
14,Thursday,Cloudy,R8,local,31,0,Low
20,Monday,Stormy,R3,highway,318,0,High
0,Saturday,Clear,R6,highway,38,1,Low
10,Wednesday,Stormy,R3,highway,208,0,Medium
11,Friday,Cloudy,R3,highway,276,0,Medium
22,Tuesday,Rainy,R3,arterial,130,0,High
13,Tuesday,Stormy,R3,local,82,0,High
0,Sunday,Stormy,R5,arterial,10,1,Low
1,Tuesday,Rainy,R7,highway,37,0,Low
22,Tuesday,Clear,R3,arterial,59,0,Low
12,Saturday,Foggy,R5,arterial,139,1,High
2,Monday,Clear,R3,arterial,17,0,Low
13,Monday,Clear,R6,highway,306,0,Medium
3,Saturday,Stormy,R4,local,7,1,Low
9,Sunday,Rainy,R6,arterial,88,1,Medium
8,Thursday,Cloudy,R7,local,72,0,High
15,Thursday,Rainy,R2,highway,247,0,Medium
17,Wednesday,Foggy,R5,arterial,198,0,High
7,Thursday,Clear,R1,highway,476,0,High
17,Saturday,Clear,R8,arterial,63,1,Low
12,Sunday,Cloudy,R4,local,51,1,Medium
20,Wednesday,Rainy,R6,arterial,81,0,Medium
3,Friday,Cloudy,R3,arterial,15,0,Low
7,Monday,Cloudy,R4,arterial,186,0,High
23,Sunday,Stormy,R3,highway,307,1,High
8,Thursday,Rainy,R8,highway,503,0,High
10,Saturday,Stormy,R5,arterial,202,1,High
22,Tuesday,Stormy,R3,arterial,144,0,High
20,Tuesday,Rainy,R1,local,40,0,Medium
23,Saturday,Clear,R8,highway,214,1,Low
12,Tuesday,Clear,R2,local,44,0,Medium
6,Thursday,Clear,R6,highway,129,0,Low
20,Sunday,Stormy,R6,highway,259,1,High
13,Thursday,Clear,R7,highway,271,0,Medium
23,Saturday,Rainy,R6,local,38,1,Medium
18,Saturday,Cloudy,R8,arterial,52,1,Low
19,Saturday,Rainy,R3,highway,228,1,Medium
6,Wednesday,Cloudy,R4,highway,162,0,Low
0,Wednesday,Foggy,R5,highway,29,0,Low
9,Saturday,Cloudy,R1,local,17,1,Low
10,Monday,Clear,R3,highway,204,0,Low
11,Saturday,Stormy,R1,arterial,198,1,High
6,Wednesday,Rainy,R2,local,54,0,High
23,Wednesday,Rainy,R3,highway,283,0,Medium
17,Friday,Cloudy,R1,arterial,153,0,High
6,Wednesday,Cloudy,R6,highway,169,0,Low
16,Friday,Foggy,R7,arterial,89,0,Medium
19,Wednesday,Stormy,R4,arterial,199,0,High
0,Sunday,Cloudy,R6,highway,50,1,Low
19,Tuesday,Cloudy,R7,arterial,164,0,High
2,Monday,Cloudy,R2,local,6,0,Low
15,Wednesday,Rainy,R6,arterial,101,0,Medium
12,Thursday,Foggy,R8,highway,392,0,High
10,Friday,Clear,R3,highway,238,0,Medium
20,Sunday,Rainy,R6,highway,267,1,Medium
14,Thursday,Rainy,R8,highway,295,0,High
20,Wednesday,Cloudy,R8,highway,139,0,Low
21,Wednesday,Foggy,R4,highway,197,0,Medium
12,Wednesday,Cloudy,R1,highway,356,0,Medium
14,Wednesday,Stormy,R2,highway,239,0,Medium
3,Wednesday,Rainy,R3,local,3,0,Low
1,Saturday,Rainy,R3,arterial,19,1,Low
22,Wednesday,Rainy,R2,highway,289,0,High
22,Thursday,Stormy,R4,local,52,0,High
23,Sunday,Stormy,R5,highway,316,1,High
19,Saturday,Cloudy,R4,local,29,1,Low
2,Thursday,Clear,R1,arterial,8,0,Low
10,Monday,Stormy,R8,arterial,105,0,High
19,Saturday,Clear,R4,arterial,58,1,Low
22,Tuesday,Stormy,R1,local,53,0,High
21,Thursday,Foggy,R2,local,49,0,Medium
6,Sunday,Stormy,R1,arterial,10,1,Low
14,Monday,Rainy,R7,highway,283,0,Medium
5,Saturday,Clear,R5,arterial,10,1,Low
10,Thursday,Stormy,R8,arterial,142,0,High
2,Monday,Clear,R4,highway,19,0,Low
18,Saturday,Clear,R1,local,34,1,Low
20,Wednesday,Foggy,R4,highway,177,0,Medium
9,Sunday,Cloudy,R8,highway,215,1,Medium
1,Thursday,Rainy,R8,local,1,0,Low
13,Tuesday,Cloudy,R1,local,44,0,Medium
8,Saturday,Foggy,R6,local,27,1,Low
11,Wednesday,Stormy,R3,highway,291,0,High
1,Sunday,Stormy,R6,highway,45,1,Low
22,Thursday,Rainy,R3,highway,289,0,High
6,Wednesday,Stormy,R5,arterial,126,0,High
2,Friday,Cloudy,R3,arterial,11,0,Low
3,Friday,Cloudy,R5,arterial,15,0,Low
11,Friday,Foggy,R2,local,47,0,Medium
22,Monday,Rainy,R2,local,47,0,High
15,Wednesday,Rainy,R6,arterial,111,0,Medium
9,Tuesday,Foggy,R6,arterial,202,0,High
19,Thursday,Stormy,R1,highway,499,0,High
15,Sunday,Cloudy,R4,highway,143,1,Low
15,Saturday,Foggy,R4,arterial,76,1,Medium
16,Monday,Foggy,R6,highway,229,0,Medium
12,Friday,Clear,R2,highway,258,0,Medium
19,Saturday,Stormy,R7,local,36,1,Medium
4,Tuesday,Rainy,R1,local,6,0,Low
9,Sunday,Cloudy,R4,arterial,87,1,Medium
14,Monday,Cloudy,R6,highway,161,0,Low
2,Tuesday,Cloudy,R8,local,8,0,Low
7,Tuesday,Stormy,R5,highway,498,0,High
5,Wednesday,Clear,R6,highway,38,0,Low
6,Thursday,Foggy,R2,highway,299,0,Medium
3,Thursday,Cloudy,R2,arterial,17,0,Low
10,Wednesday,Foggy,R4,highway,259,0,Medium
15,Saturday,Stormy,R5,arterial,70,1,Medium
7,Wednesday,Rainy,R7,highway,503,0,High
19,Sunday,Foggy,R7,local,46,1,Medium
15,Tuesday,Clear,R2,local,23,0,Low
12,Saturday,Cloudy,R4,arterial,126,1,Medium
21,Sunday,Foggy,R2,highway,140,1,Low
5,Tuesday,Foggy,R6,arterial,27,0,Low
2,Wednesday,Clear,R4,highway,43,0,Low
5,Wednesday,Cloudy,R2,local,6,0,Low
0,Thursday,Foggy,R3,highway,39,0,Low
8,Saturday,Clear,R7,highway,178,1,Low
16,Wednesday,Foggy,R2,highway,281,0,Medium
3,Sunday,Cloudy,R7,arterial,22,1,Low
21,Monday,Cloudy,R2,highway,142,0,Low
18,Wednesday,Cloudy,R3,highway,442,0,High
13,Monday,Foggy,R3,highway,348,0,High
14,Wednesday,Clear,R7,highway,238,0,Medium
13,Wednesday,Rainy,R1,arterial,167,0,High
5,Wednesday,Rainy,R3,arterial,18,0,Low
20,Monday,Stormy,R7,local,37,0,Medium
23,Thursday,Cloudy,R5,highway,161,0,Low
23,Tuesday,Foggy,R1,arterial,90,0,Medium
22,Friday,Cloudy,R3,highway,267,0,Medium
16,Friday,Foggy,R6,highway,167,0,Low
4,Friday,Clear,R5,arterial,17,0,Low
10,Saturday,Rainy,R3,arterial,158,1,High
8,Saturday,Clear,R8,highway,203,1,Low
6,Friday,Rainy,R7,arterial,140,0,High
7,Saturday,Clear,R6,highway,146,1,Low
13,Wednesday,Cloudy,R2,arterial,120,0,Medium
12,Tuesday,Rainy,R6,arterial,150,0,High
13,Saturday,Cloudy,R3,local,48,1,Medium
20,Wednesday,Clear,R6,arterial,56,0,Low
7,Monday,Stormy,R2,local,82,0,High
18,Thursday,Stormy,R3,highway,498,0,High
0,Wednesday,Rainy,R8,highway,44,0,Low
14,Sunday,Foggy,R4,local,58,1,High
12,Wednesday,Foggy,R7,arterial,134,0,High
20,Thursday,Stormy,R3,arterial,154,0,High
16,Wednesday,Rainy,R8,highway,224,0,Medium
14,Monday,Cloudy,R7,arterial,86,0,Medium
18,Thursday,Foggy,R6,arterial,195,0,High
17,Saturday,Foggy,R5,arterial,115,1,Medium
4,Thursday,Stormy,R5,highway,88,0,Low
6,Tuesday,Clear,R3,arterial,75,0,Low
23,Thursday,Stormy,R5,highway,284,0,High
19,Wednesday,Rainy,R6,arterial,201,0,High
21,Saturday,Rainy,R6,arterial,91,1,Medium
12,Thursday,Foggy,R5,highway,357,0,High
5,Thursday,Rainy,R5,highway,24,0,Low
14,Saturday,Cloudy,R2,arterial,136,1,Medium
20,Thursday,Foggy,R3,highway,230,0,Medium
7,Tuesday,Stormy,R8,local,84,0,High
18,Saturday,Foggy,R5,local,43,1,Medium
5,Friday,Foggy,R8,highway,64,0,Low
23,Friday,Foggy,R3,local,43,0,Medium
14,Wednesday,Cloudy,R5,highway,165,0,Low
10,Tuesday,Rainy,R2,highway,181,0,Medium
14,Thursday,Cloudy,R2,highway,230,0,Medium
5,Thursday,Stormy,R7,highway,73,0,Low
5,Tuesday,Foggy,R3,local,5,0,Low
1,Saturday,Foggy,R8,highway,63,1,Low
2,Sunday,Foggy,R2,highway,66,1,Low
3,Saturday,Stormy,R5,highway,60,1,Low
14,Thursday,Clear,R4,local,24,0,Low
1,Wednesday,Foggy,R5,highway,61,0,Low
14,Thursday,Clear,R4,arterial,58,0,Low
18,Sunday,Clear,R2,arterial,74,1,Low
10,Tuesday,Cloudy,R5,arterial,95,0,Medium
10,Saturday,Clear,R5,arterial,120,1,Medium
7,Sunday,Rainy,R1,local,33,1,Medium
14,Saturday,Rainy,R3,local,69,1,High
4,Tuesday,Stormy,R2,arterial,15,0,Low
18,Wednesday,Rainy,R8,arterial,202,0,High
20,Wednesday,Foggy,R1,highway,280,0,Medium
23,Sunday,Cloudy,R4,local,18,1,Low
8,Saturday,Cloudy,R2,highway,110,1,Low
4,Friday,Clear,R7,local,6,0,Low
16,Thursday,Foggy,R8,highway,259,0,Medium
20,Tuesday,Stormy,R5,arterial,146,0,High
12,Sunday,Foggy,R8,arterial,167,1,High
5,Thursday,Foggy,R6,highway,24,0,Low
7,Wednesday,Cloudy,R4,arterial,172,0,High
23,Sunday,Clear,R4,arterial,71,1,Low
18,Saturday,Clear,R3,highway,208,1,Low
16,Tuesday,Cloudy,R5,arterial,70,0,Low
3,Wednesday,Stormy,R1,local,5,0,Low
23,Friday,Clear,R5,highway,241,0,Medium
16,Tuesday,Cloudy,R1,highway,175,0,Low
20,Sunday,Cloudy,R1,arterial,58,1,Low
1,Friday,Rainy,R7,highway,51,0,Low
23,Sunday,Clear,R1,highway,209,1,Low
1,Tuesday,Cloudy,R7,local,7,0,Low
14,Monday,Stormy,R6,highway,371,0,High
20,Monday,Cloudy,R6,arterial,80,0,Low
6,Monday,Stormy,R5,highway,318,0,High
18,Monday,Stormy,R7,local,84,0,High
14,Sunday,Cloudy,R5,highway,341,1,Medium
14,Monday,Rainy,R1,local,50,0,High
20,Tuesday,Rainy,R8,highway,263,0,Medium
9,Wednesday,Stormy,R3,local,77,0,High
16,Wednesday,Foggy,R8,highway,183,0,Medium
15,Monday,Rainy,R8,highway,331,0,High
5,Tuesday,Clear,R8,highway,50,0,Low
14,Wednesday,Stormy,R5,arterial,142,0,High
7,Tuesday,Rainy,R6,arterial,198,0,High
15,Monday,Rainy,R4,highway,334,0,High
4,Wednesday,Cloudy,R7,arterial,9,0,Low
5,Friday,Cloudy,R6,highway,32,0,Low
20,Friday,Foggy,R5,highway,286,0,Medium
15,Sunday,Rainy,R2,arterial,80,1,Medium
11,Sunday,Rainy,R6,highway,412,1,High
13,Monday,Foggy,R3,arterial,131,0,High
4,Thursday,Rainy,R3,local,5,0,Low
21,Saturday,Rainy,R3,highway,190,1,Medium
13,Sunday,Foggy,R2,local,59,1,High
6,Friday,Stormy,R2,highway,285,0,High
7,Tuesday,Rainy,R2,local,84,0,High
15,Monday,Foggy,R4,arterial,113,0,Medium
7,Wednesday,Stormy,R7,highway,495,0,High
20,Wednesday,Rainy,R8,arterial,107,0,Medium
3,Thursday,Cloudy,R5,arterial,19,0,Low
23,Thursday,Cloudy,R4,arterial,103,0,Medium
6,Friday,Clear,R2,highway,178,0,Low
21,Wednesday,Stormy,R6,highway,304,0,High
4,Sunday,Clear,R3,local,9,1,Low
10,Sunday,Rainy,R7,local,75,1,High
5,Wednesday,Foggy,R4,highway,31,0,Low
21,Saturday,Rainy,R2,highway,187,1,Medium
4,Monday,Foggy,R3,local,10,0,Low
1,Sunday,Stormy,R7,arterial,15,1,Low
0,Friday,Foggy,R8,arterial,35,0,Low
10,Sunday,Stormy,R7,arterial,192,1,High
2,Saturday,Clear,R2,local,10,1,Low
3,Friday,Cloudy,R4,arterial,25,0,Low
18,Thursday,Stormy,R4,arterial,196,0,High
21,Thursday,Rainy,R2,local,44,0,Medium
4,Saturday,Rainy,R7,local,5,1,Low
14,Friday,Foggy,R4,arterial,121,0,Medium
0,Friday,Foggy,R6,local,0,0,Low
4,Wednesday,Cloudy,R7,highway,48,0,Low
14,Saturday,Cloudy,R5,highway,360,1,Medium
22,Sunday,Stormy,R6,arterial,78,1,Medium
9,Tuesday,Clear,R3,highway,378,0,Medium
4,Friday,Rainy,R6,arterial,30,0,Low
7,Saturday,Cloudy,R1,local,18,1,Low
7,Tuesday,Rainy,R3,arterial,203,0,High
3,Sunday,Foggy,R1,highway,24,1,Low
6,Thursday,Clear,R7,local,27,0,Low
12,Friday,Clear,R3,highway,253,0,Medium
23,Friday,Clear,R3,highway,142,0,Low
23,Friday,Rainy,R7,highway,304,0,High
6,Monday,Stormy,R1,highway,269,0,High
14,Monday,Clear,R7,arterial,68,0,Low
11,Wednesday,Rainy,R5,arterial,127,0,High
9,Tuesday,Clear,R4,arterial,179,0,High
0,Wednesday,Rainy,R5,highway,27,0,Low
18,Monday,Cloudy,R7,highway,438,0,High
1,Monday,Stormy,R5,highway,85,0,Low
9,Wednesday,Stormy,R5,arterial,196,0,High
5,Friday,Cloudy,R7,highway,56,0,Low
11,Monday,Cloudy,R8,highway,138,0,Low
20,Wednesday,Rainy,R4,highway,279,0,Medium
10,Monday,Foggy,R4,local,30,0,Medium
1,Friday,Foggy,R5,arterial,27,0,Low
5,Monday,Clear,R6,highway,27,0,Low
2,Monday,Foggy,R6,arterial,17,0,Low
14,Tuesday,Stormy,R5,highway,356,0,High
15,Wednesday,Cloudy,R5,highway,182,0,Low
21,Saturday,Clear,R7,local,28,1,Low
6,Tuesday,Cloudy,R2,highway,211,0,Medium
7,Saturday,Clear,R3,local,33,1,Low
19,Monday,Cloudy,R5,arterial,160,0,High
9,Wednesday,Foggy,R5,arterial,200,0,High
8,Sunday,Cloudy,R2,highway,153,1,Low
18,Saturday,Clear,R3,local,33,1,Low
1,Sunday,Cloudy,R1,local,3,1,Low
1,Sunday,Cloudy,R2,local,1,1,Low
15,Thursday,Rainy,R2,highway,211,0,Medium
12,Thursday,Cloudy,R2,highway,310,0,Medium
3,Saturday,Rainy,R1,highway,53,1,Low
10,Tuesday,Rainy,R4,arterial,97,0,Medium
17,Thursday,Clear,R3,arterial,165,0,High
8,Monday,Rainy,R3,highway,495,0,High
4,Monday,Cloudy,R6,highway,68,0,Low
17,Saturday,Rainy,R8,arterial,63,1,Low
13,Friday,Clear,R2,highway,327,0,Medium
12,Sunday,Stormy,R8,highway,434,1,High
0,Tuesday,Rainy,R5,highway,56,0,Low
16,Friday,Clear,R1,highway,223,0,Low
22,Friday,Cloudy,R6,highway,184,0,Low
20,Saturday,Stormy,R6,highway,209,1,Medium
4,Friday,Stormy,R4,highway,51,0,Low
12,Wednesday,Foggy,R7,arterial,169,0,High
14,Wednesday,Cloudy,R5,highway,234,0,Medium
8,Saturday,Stormy,R2,local,44,1,High
19,Friday,Clear,R6,highway,355,0,Medium
15,Sunday,Cloudy,R3,local,37,1,Medium
12,Sunday,Cloudy,R8,highway,344,1,Medium
7,Sunday,Rainy,R1,highway,156,1,Low
4,Thursday,Clear,R4,arterial,19,0,Low
4,Tuesday,Foggy,R7,arterial,8,0,Low
0,Saturday,Clear,R2,local,5,1,Low
20,Friday,Foggy,R3,arterial,79,0,Medium
17,Saturday,Stormy,R8,arterial,96,1,Medium
23,Wednesday,Rainy,R1,local,49,0,High
3,Saturday,Foggy,R1,arterial,12,1,Low
22,Sunday,Foggy,R3,highway,250,1,Medium
2,Saturday,Stormy,R6,arterial,34,1,Low
21,Thursday,Foggy,R7,highway,232,0,Medium
8,Sunday,Rainy,R3,arterial,120,1,High
13,Saturday,Rainy,R3,local,73,1,High
22,Sunday,Foggy,R5,arterial,67,1,Low
13,Saturday,Rainy,R4,arterial,148,1,High
15,Friday,Stormy,R3,highway,366,0,High
21,Thursday,Clear,R3,highway,201,0,Low
20,Monday,Stormy,R6,arterial,92,0,Medium
11,Friday,Stormy,R7,highway,283,0,High
1,Wednesday,Foggy,R8,highway,70,0,Low
1,Thursday,Foggy,R3,highway,53,0,Low
5,Monday,Rainy,R1,highway,31,0,Low
0,Saturday,Foggy,R7,arterial,20,1,Low
11,Wednesday,Cloudy,R8,arterial,73,0,Low
14,Saturday,Rainy,R2,local,69,1,High
17,Saturday,Rainy,R8,highway,272,1,Medium
5,Sunday,Foggy,R4,arterial,21,1,Low
17,Saturday,Cloudy,R7,local,22,1,Low
2,Saturday,Foggy,R5,highway,33,1,Low
12,Tuesday,Rainy,R8,highway,439,0,High
14,Wednesday,Cloudy,R4,arterial,105,0,Medium
6,Friday,Rainy,R7,arterial,135,0,High
9,Sunday,Stormy,R8,highway,266,1,High
2,Tuesday,Clear,R2,highway,20,0,Low
12,Sunday,Rainy,R5,arterial,146,1,High
12,Tuesday,Foggy,R6,arterial,138,0,High
9,Friday,Stormy,R7,arterial,198,0,High
14,Sunday,Clear,R5,highway,271,1,Medium
0,Thursday,Cloudy,R4,arterial,27,0,Low
7,Thursday,Cloudy,R8,highway,426,0,High
19,Thursday,Foggy,R3,local,80,0,High
6,Thursday,Cloudy,R1,highway,254,0,Medium
18,Thursday,Rainy,R1,local,84,0,High
8,Thursday,Rainy,R7,arterial,204,0,High
10,Friday,Rainy,R7,highway,190,0,Medium
22,Tuesday,Stormy,R2,local,46,0,High
16,Saturday,Foggy,R5,arterial,82,1,Medium
7,Saturday,Rainy,R6,arterial,107,1,Medium
7,Thursday,Rainy,R7,highway,495,0,High
14,Thursday,Stormy,R8,local,50,0,High
0,Friday,Foggy,R6,highway,47,0,Low
15,Sunday,Cloudy,R5,arterial,46,1,Low
8,Friday,Rainy,R5,highway,502,0,High
19,Thursday,Foggy,R4,highway,504,0,High
6,Saturday,Foggy,R3,arterial,15,1,Low
10,Tuesday,Stormy,R7,local,57,0,High
4,Sunday,Stormy,R5,arterial,32,1,Low
19,Monday,Rainy,R1,local,82,0,High
19,Monday,Stormy,R2,local,76,0,High
7,Friday,Cloudy,R1,highway,495,0,High
23,Monday,Rainy,R8,highway,195,0,Medium
22,Saturday,Foggy,R2,highway,259,1,Medium
4,Sunday,Rainy,R5,highway,28,1,Low
22,Thursday,Rainy,R7,highway,259,0,Medium
6,Tuesday,Rainy,R4,highway,348,0,High
14,Sunday,Clear,R4,arterial,116,1,Medium
1,Friday,Clear,R6,arterial,14,0,Low
16,Monday,Clear,R1,local,24,0,Low
18,Friday,Rainy,R7,arterial,204,0,High
20,Friday,Foggy,R1,highway,189,0,Medium
3,Sunday,Cloudy,R5,arterial,16,1,Low
22,Sunday,Cloudy,R1,highway,182,1,Low
0,Friday,Clear,R1,highway,60,0,Low
3,Sunday,Rainy,R6,arterial,22,1,Low
5,Friday,Stormy,R8,arterial,10,0,Low
19,Tuesday,Stormy,R1,highway,504,0,High
17,Sunday,Foggy,R5,arterial,107,1,Medium
17,Monday,Rainy,R6,arterial,196,0,High
6,Sunday,Foggy,R7,highway,16,1,Low
21,Saturday,Stormy,R6,highway,179,1,Medium
20,Wednesday,Stormy,R5,arterial,127,0,High
12,Sunday,Stormy,R3,highway,497,1,High
14,Sunday,Cloudy,R2,local,50,1,Medium
13,Thursday,Clear,R4,highway,286,0,Medium
17,Thursday,Stormy,R2,local,79,0,High
9,Sunday,Clear,R5,arterial,61,1,Low
9,Friday,Stormy,R4,arterial,201,0,High
1,Friday,Clear,R7,local,0,0,Low
11,Friday,Clear,R1,highway,229,0,Medium
23,Friday,Stormy,R8,highway,369,0,High
22,Monday,Cloudy,R8,arterial,64,0,Low
22,Wednesday,Clear,R5,highway,214,0,Low
20,Friday,Clear,R2,highway,129,0,Low
3,Wednesday,Clear,R1,arterial,23,0,Low
5,Thursday,Cloudy,R3,local,8,0,Low
4,Tuesday,Stormy,R6,arterial,18,0,Low
21,Friday,Rainy,R7,highway,214,0,Medium
8,Thursday,Clear,R7,local,65,0,High
6,Sunday,Foggy,R4,arterial,7,1,Low
12,Monday,Foggy,R1,arterial,136,0,High
20,Monday,Clear,R2,local,26,0,Low
5,Friday,Rainy,R1,arterial,15,0,Low
22,Saturday,Foggy,R8,arterial,68,1,Low
8,Monday,Clear,R1,highway,418,0,High
2,Friday,Foggy,R2,highway,31,0,Low
15,Thursday,Clear,R5,arterial,50,0,Low
5,Monday,Clear,R2,highway,27,0,Low
23,Tuesday,Foggy,R1,highway,254,0,Medium
6,Sunday,Cloudy,R1,highway,39,1,Low
4,Wednesday,Rainy,R2,local,11,0,Low
20,Monday,Foggy,R2,highway,228,0,Medium
2,Tuesday,Cloudy,R1,highway,45,0,Low
14,Monday,Foggy,R5,highway,171,0,Low
9,Friday,Cloudy,R4,highway,432,0,High
3,Saturday,Clear,R8,arterial,12,1,Low
23,Tuesday,Rainy,R8,local,34,0,Medium
21,Tuesday,Clear,R6,arterial,69,0,Low
18,Monday,Cloudy,R2,highway,464,0,High
2,Monday,Foggy,R6,highway,75,0,Low
21,Friday,Foggy,R5,arterial,96,0,Medium
15,Friday,Rainy,R8,arterial,99,0,Medium
15,Tuesday,Foggy,R3,highway,248,0,Medium
9,Saturday,Cloudy,R3,local,37,1,Medium
5,Wednesday,Clear,R1,arterial,11,0,Low
14,Thursday,Stormy,R6,arterial,153,0,High
20,Wednesday,Cloudy,R1,arterial,106,0,Medium
14,Saturday,Foggy,R6,arterial,151,1,High
10,Wednesday,Foggy,R7,arterial,73,0,Medium
6,Saturday,Cloudy,R8,highway,42,1,Low
21,Sunday,Stormy,R6,highway,232,1,Medium
13,Wednesday,Rainy,R2,arterial,145,0,High
17,Saturday,Foggy,R6,arterial,74,1,Medium
19,Thursday,Clear,R4,arterial,146,0,Medium
21,Thursday,Stormy,R5,highway,290,0,High
22,Tuesday,Foggy,R4,local,37,0,Medium
21,Friday,Cloudy,R8,highway,226,0,Medium
6,Tuesday,Foggy,R7,arterial,83,0,Medium
4,Sunday,Foggy,R7,local,9,1,Low
16,Saturday,Clear,R7,local,32,1,Low
